prov_id,area_id,user_id,chnl_type,service_type,product_type,innet_months,total_times,total_flux,total_fee,pay_fee,sex,age,manu_name,term_type,max_rat_flag,is_5g_base_cover,is_work_5g_cover,is_home_5g_cover,is_work_5g_cover_l01,is_home_5g_cover_l01,is_work_5g_cover_l02,is_home_5g_cover_l02,activity_type,is_act_expire,comp_type,call_days,re_call10,short_call10,long_call10,bank_cnt,active_days01,active_days02,active_days03,active_days04,active_days05,active_days06,active_days07,active_days08,active_days09,active_days10,active_days11,active_days12,active_days13,active_days14,active_days15,active_days16,active_days17,active_days18,active_days19,active_days20,active_days21,active_days22,active_days23,game_app_flux,live_app_flux,video_app_flux,city_5g_ratio,city_level,is_5g
81,V0511100,0150e98b503b9041842fcf1d21b78dae,7,4,5,58,2.803936648,10.03830879,153.75,1000,1,43,3,4,4,0,0,0,0,0,0,0,4,1,1,30,44.875,7,13.625,29.875,17,0,0,0,0,0,0,0,0,0,30,9,0,0,0,0,1,0,30,11,3,0,0,0,0,7317.720613,0.000241472,7,0
51,V0440600,09ff2a5f8b7246bd1f3d45df88350d0d,3,4,5,57,0.142058507,10.92145737,76,493.91,0,20,5,4,4,1,0,0,0,0,1,1,4,1,1,8.5,2.25,6.75,0,16.125,28,0,0,0,30,0,0,0,30,0,30,30,0,0,2,30,29,0,28,28,13,17,1,0,0,10498.94775,0.000674806,6,0
89,V0650100,69744ce1ae515999868ca7f8a60e5063,7,4,5,39,1.060472226,9.739667836,129.4,778,0,24,4,4,4,0,0,0,0,0,0,0,4,1,1,29.75,6.5,12.375,6,4.5,2,0,0,0,0,0,0,0,7,0,30,30,0,0,0,0,2,0,27,23,27,0,0,0,0.669412613,4835.470015,0.000164438,5,0
51,V0441500,2b57cb7e55f5f300b15e2ec40eda6b9b,7,4,5,27,0.687325765,10.59508805,113.36,766.13,0,19,4,4,4,0,0,0,0,0,0,0,4,1,1,22.5,7.625,3.875,0.75,9,30,0,0,0,30,0,0,0,0,0,30,30,0,0,0,0,11,0,30,30,26,19,15,0,0.011963844,0.107233047,0.000193149,7,0
85,V0520100,d52cbe760606eddb3c24be92e0b90f11,7,4,5,58,1.224138414,9.835278787,119.9083333,461.67,0,28,5,4,4,0,0,0,0,0,0,0,4,1,1,27.28571429,40.85714286,23.28571429,3.714285714,46.28571429,24,0,0,0,1,0,0,7,0,0,30,30,0,0,8,24,2,0,28,30,0,30,0,0,0,9274.183791,0.000829997,6,0
11,V0110000,72ef126f65a78deb6cd68bb2dc3507b4,10,4,2,82,1.143682051,9.875156092,74.27333333,550,1,44,2,4,4,1,0,0,0,0,1,0,3,3,2,26.125,98.875,8.5,2.5,169.25,30,0,0,0,1,0,0,0,4,0,30,30,0,0,17,4,2,0,25,16,4,3,13,0,0.00116539,2665.640998,0.001014561,1,0
34,V0320500,47f6be1cd16f3c4975c8db135da0ecbb,9,4,3,20,1.274515062,10.75118335,79.73333333,450,1,26,4,4,4,0,0,0,0,0,0,0,4,1,1,25.5,54.625,14,5.625,22.25,22,0,0,0,0,0,0,3,0,0,30,30,0,0,6,0,2,0,30,17,15,0,1,0,23.08170414,9728.172558,0.000542176,2,0
30,V0340600,0451a7893a7e33412699828994c4e4e7,7,4,5,107,1.090933024,6.783720961,50.025,300,1,39,4,4,4,0,0,0,0,0,0,0,3,3,1,29.25,5.375,3.5,2.875,31.5,20,0,0,0,0,0,0,0,0,0,20,13,0,0,0,0,1,0,8,16,1,0,1,0,0.006109238,24.02187538,0.000156681,7,0
51,V0440300,9fd4b8196cfa04b4d3ac42890ec88d1b,9,4,3,32,0.566999615,11.04675419,52.4,288.98,1,22,9,4,4,1,1,0,0,0,0,0,4,1,1,11.25,3.375,2.875,1,26.75,30,0,0,0,0,0,0,0,0,0,30,30,0,0,6,17,1,0,30,12,1,21,28,0,0,0.014579773,0.003286666,1,0
81,V0510100,65a70c7883b1aa32e3ef02a016168c3a,3,4,4,75,1.527932193,10.22412302,98,550,1,24,5,4,4,0,0,0,0,0,0,0,4,1,1,29.375,6.25,11.625,4.25,13.375,23,0,0,0,0,0,0,0,18,0,30,29,0,0,0,0,1,0,27,20,16,0,0,0,0,4277.668702,0.000643627,2,0
76,V0412700,6f0b92e89eb402b74b672aab0c368c37,7,4,3,16,1.376186914,8.724836639,50.11666667,405,0,54,4,4,4,1,1,1,1,1,1,1,4,1,1,24.25,7,8.25,14.25,0.25,1,0,0,0,0,0,0,0,1,0,30,30,0,0,0,0,1,0,8,2,3,0,0,0,0.000423431,346.8043785,0.000129426,7,0
36,V0330200,bc9b8462a748f163b5c09ecb128660f0,7,4,3,26,0.022338483,10.47004926,69.06666667,400,1,56,6,4,4,1,1,1,0,0,0,0,4,1,1,1,0,0,0.25,0,15,0,0,0,0,0,0,0,0,0,30,25,0,0,1,0,14,0,22,15,6,13,14,0,0.018589973,5260.951909,0.000356336,3,0
75,V0362500,68748ef0009aecb55111f14d8fcf917d,1,4,3,99,0.79722421,10.92206598,100.5166667,590,1,24,2,4,4,0,0,0,0,0,0,0,4,1,1,28.83333333,43.33333333,15.66666667,2.166666667,17,29,2,2,0,0,0,0,4,12,0,30,30,0,0,8,12,20,0,30,24,5,2,5,0,0.007055283,11348.59575,0.000478843,7,0
85,V0520200,455bcc3913ad35f473051e88c1a37b34,9,4,3,24,0.060114486,10.60672781,52.3,320,0,30,3,4,4,1,1,1,0,0,0,0,4,1,1,6.714285714,5.714285714,1.571428571,0,1.285714286,24,0,0,0,0,0,0,0,0,0,24,24,0,0,0,1,0,0,24,20,7,2,0,0,0,24899.31535,0.000647705,7,0
13,V0120000,bd82d3b6b28b663d5cae417065e60b8a,7,4,4,56,0.823255392,10.50452628,98.01666667,650,1,31,2,4,4,1,0,0,0,0,1,1,4,1,2,17.71428571,2.285714286,3.142857143,3,64.57142857,26,29,0,0,1,1,0,0,26,0,29,28,0,0,1,3,3,0,26,25,0,6,5,0,0,4422.31894,0.000113173,2,0
18,V0131000,9672793522d9fa54bb2c90862226fa0e,9,4,3,30,0.207900374,10.34593763,57.86666667,330,1,20,4,4,4,0,0,0,0,0,0,0,4,1,1,8.125,6.625,1.25,0,0,7,0,0,0,0,0,0,0,0,0,27,6,0,0,0,0,1,0,26,19,12,2,1,0,0.000730515,1016.304955,2.91E-05,7,0
51,V0440100,5b195763d71d6d8b2077c217d866c01e,7,4,5,113,1.117044394,10.73601962,108,600,1,38,4,4,4,1,0,1,1,1,1,1,1,3,1,27,7.625,7.75,2,10,22,0,0,0,0,0,0,0,3,0,30,23,0,0,0,2,0,0,20,30,0,0,6,0,0,4905.238693,0.002355841,1,0
81,V0512500,67fd68eee2b9504afb9a86659820d430,7,4,5,57,1.525866339,9.627267099,58.92333333,700,1,39,4,4,4,1,1,1,0,0,1,1,4,1,6,30,63.875,32.125,1.625,27.375,18,0,0,0,0,0,0,0,0,0,30,21,0,0,0,0,0,0,22,14,0,0,0,0,0,9104.918445,0.0002983,7,0
11,V0110000,c72ab296b0958232225c9ef61243bc14,7,4,2,20,0.811537722,8.697673354,66,500,1,45,2,4,4,1,0,0,0,0,0,1,3,3,1,22.125,1.875,3.875,0.875,0.875,30,0,0,0,0,0,0,0,0,0,30,25,0,0,0,0,0,0,7,15,0,2,4,0,0,2433.780652,0.001014561,1,0
36,V0330100,ff490f334e2cbea6c7c719cfe8f8c6b9,9,4,3,37,0.612279167,9.823489418,55.83333333,320,1,28,4,4,4,0,0,0,0,0,0,0,4,1,1,23.5,3.375,6.375,0.375,9.25,22,0,0,0,0,0,0,0,0,0,26,21,0,0,4,10,0,0,22,20,26,1,2,0,0.018167496,325.164444,0.000325886,2,0
31,V0310000,8b245f2d3344dc239c63030b732a8a98,10,3,5,14,3.463950777,4.43033074,175.05,1200,0,22,5,3,3,0,0,0,0,0,0,0,4,1,2,22,1.571428571,23.57142857,4.714285714,1.285714286,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.001135951,1,0
89,V0650100,49b3f7a19324a0971ec5a0472a298f38,9,3,3,9,0.034254067,10.14478739,76.63333333,440.8,0,42,9,4,4,0,0,0,0,0,0,0,4,1,1,5.875,0,1.25,0,0,11,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,3,0,29,14,26,0,0,0,0.083573341,7163.60673,0.000164438,5,0
31,V0310000,058d05b65e13297989f38c05cbe47931,7,4,5,25,0.145565241,10.24927796,54.02,495.54,1,25,2,4,4,1,1,1,1,1,0,0,4,1,1,8.571428571,0.857142857,1.857142857,0.428571429,2,30,0,0,0,0,0,0,1,0,0,30,22,0,0,0,0,0,0,28,8,0,1,30,0,0.264379501,7261.505025,0.001135951,1,0
81,V0510700,820a97f753c33e65b23141a9f2c5af79,9,4,3,8,0.396807297,11.06050383,83.88333333,480,1,28,4,4,4,0,0,0,0,0,0,0,4,1,1,23.875,0.25,6.125,1.375,0.25,14,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,25,13,5,0,0,0,22265.06223,7514.283152,0.000222185,4,0
51,V0440100,927e4e07d430f15a80d63ce571a50998,6,4,5,74,3.821883574,10.37087234,144.25,640,1,26,3,4,4,0,0,0,0,0,0,0,1,3,1,29.875,77.25,187.875,5,3.5,28,0,0,0,0,0,0,0,6,0,30,30,0,0,0,1,2,0,30,30,0,3,13,0,0,6043.453114,0.002355841,1,0
36,V0330600,990ce25d3a174faff83d4af96a6d2e6f,10,5,3,79,0.882520772,10.1983651,90.515,510,1,32,2,5,5,1,1,0,0,0,1,0,4,1,2,17.625,0.75,4.5,0.125,46.75,30,1,0,0,2,0,0,1,0,0,30,30,0,0,6,8,1,0,29,28,1,0,4,0,20489.19332,5012.938573,0.000288718,5,1
89,V0653101,3496384a3b7a084494011850852c9238,7,4,5,5,3.726277487,9.315943721,70.38,353,1,18,4,4,4,0,0,0,0,0,0,0,4,1,1,22.71428571,0,43,70,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,2,0,2,0,0,0,4.96E-05,2998.995795,6.76E-05,7,0
19,V0142600,faea22414887c90abd3a275eb58901b0,1,4,4,43,2.599104222,9.122732297,192.3183333,1285,1,47,3,4,4,0,0,0,0,0,0,0,4,1,6,29.875,36,16.75,3,5.375,23,0,0,0,0,0,0,1,0,0,24,23,0,0,0,0,1,0,19,0,5,0,0,0,0.182600021,3812.615779,0.000131791,7,0
19,V0140500,5f670302bdc58b8b2e8f5a531527b263,10,4,5,30,1.338619802,8.522247138,70.99166667,400,0,41,2,4,4,0,0,0,0,0,0,0,4,1,1,30,17.25,14.75,8,13.75,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,1,0,12,3,0,0,0,0,0.001581192,582.2538614,0.000109603,7,0
38,V0350200,7ac08cfc9df7893fec9a4caf84dfa229,9,4,3,21,0.583164022,10.36153036,57.26666667,350,0,26,6,4,4,1,1,1,1,1,0,0,4,1,1,15.28571429,0.714285714,4.285714286,6.285714286,0.857142857,9,0,0,0,0,0,0,0,0,0,30,30,0,0,1,5,4,0,30,27,0,28,2,0,0,8640.504455,0.00048142,3,0
97,V0232700,3d7a2385142591f54eb42d79cb3bc042,4,4,2,33,0.360213036,6.985375849,59.45,297,1,39,2,4,4,0,0,0,0,0,0,0,4,1,1,20.625,10.625,4.375,0.75,0,1,0,0,0,1,0,0,0,0,0,6,4,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1.64E-05,7,0
59,V0450400,858c617f5083b17c6658b230235cae3c,7,4,5,57,0.890760065,8.567172031,52.33,650,1,34,6,4,4,0,0,0,0,0,0,0,4,1,1,17.25,4.125,3.5,0.5,6.75,17,0,0,0,0,0,0,1,0,0,30,29,0,0,0,0,0,0,5,2,4,0,0,0,0,0,9.88E-05,7,0
84,V0612601,0217a01c83e3e549d0fd541aed5effe2,9,4,5,22,0.922184264,9.273294938,61.125,368,1,27,8,4,4,0,0,0,0,0,0,0,4,1,1,28.625,4.625,26.5,0,13.25,0,0,0,0,0,0,0,9,0,0,30,28,0,0,0,0,1,0,30,8,10,0,0,0,0.003335953,66.4906702,0.000125491,7,0
76,V0410600,f6896f8040aa37086380fea5492714d8,4,4,5,92,1.175241126,9.068310266,84.33333333,420,1,42,6,4,4,0,0,0,0,0,0,0,3,3,4,28.5,98.625,9,4.5,11.5,1,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,1,5,18,3,15,0,0,0,0,929.7375402,5.42E-05,7,0
74,V0430200,b728a5233976f69a060be52ac66919a1,7,4,5,61,1.073268815,7.113463726,68,630,0,49,7,4,4,0,0,0,0,0,0,0,4,1,1,30,47.875,12.375,1.75,12.125,3,0,0,0,0,0,0,1,0,0,30,29,0,0,0,0,0,0,3,2,1,0,1,0,0.002144814,24.83705235,0.00010896,7,0
51,V0440100,842bcbd2c38cadb24dafb94bdd99c98b,7,4,5,90,0.695401058,10.48295058,93,600,0,35,2,4,4,0,0,0,0,0,0,0,3,3,2,19.375,0,1.625,1.5,12.25,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,1,0,29,27,5,1,0,0,0.006051064,675.0930529,0.002355841,1,0
34,V0320900,5582a63adc626b8d8f3af6b3afb6d867,7,4,2,76,2.205859805,10.70350277,103.45,610,0,30,5,4,4,0,0,0,0,0,0,0,2,3,2,30.375,166.625,155,4.75,82.25,16,0,0,0,0,0,0,0,7,0,30,29,0,0,0,8,11,0,29,7,22,27,0,0,0,21764.20823,0.000120581,4,0
18,V0130400,2f69f5ea3d0d0268df8e0236cdcd3811,4,4,6,27,0.926919564,8.173148072,61.6,908,1,49,2,4,4,0,0,0,0,0,0,0,4,1,1,29.625,11.5,16.375,3.875,4,5,0,0,0,0,0,0,0,4,0,17,16,0,0,0,0,0,0,4,16,0,0,0,0,0.000307083,37.77579117,2.52E-05,7,0
36,V0330100,0cbc35c58a2d36aea1f5811017f849e0,9,4,3,10,1.87839291,10.21850503,133.1133333,860,1,28,4,4,4,1,1,1,1,1,1,1,4,1,1,29.5,5.375,55.5,2.625,3.875,29,0,0,0,0,0,0,2,0,0,30,29,0,0,4,3,0,0,27,13,13,2,7,0,1.217186928,0.562189102,0.000325886,2,0
19,V0140500,393dd10bf17782ca2783768f9d5223e9,10,4,5,56,0.438420959,9.175679766,58.525,380,0,25,3,4,4,0,0,0,0,0,0,0,4,1,1,26.625,1.625,4.25,2.5,1,3,0,0,0,0,0,0,0,1,0,30,20,0,0,3,0,1,0,12,9,7,0,0,0,0.000245094,16.07201767,0.000109603,7,0
76,V0412800,f930d162ff4e031ede5263d22eb2391c,4,4,3,27,0.004226681,10.72805216,69.01666667,390,1,22,3,4,4,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,25,0,0,0,0,0,0,28,5,3,0,0,0,0,332.2264156,6.93E-05,7,0
51,V0441900,255a2f16783ebae62b77ce95ba958a0c,10,4,3,11,0.070777478,9.366789244,69.35,380,0,18,4,4,4,0,0,0,0,0,0,0,4,1,1,6,4.75,1.25,0,0,10,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,3,0,29,29,7,15,0,0,0,2130.604991,0.000653892,6,0
91,V0210800,640808eef0f25b6179790b9e173ee0b8,1,3,5,137,0.825871806,2.764745135,50.70833333,350,1,54,8,4,3,0,0,0,0,0,0,0,4,1,1,29.75,7.5,16.5,2.375,15.75,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.003285408,0.000121396,7,0
90,V0220100,43c69bbc83f67ca6abd44c166c00af40,9,4,3,26,0.014385102,9.186508447,59.5,380,1,31,2,4,4,1,1,1,1,1,1,1,4,1,1,0.666666667,0,0,0.333333333,0,19,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,22,28,0,0,27,0,0,2462.745986,3.53E-05,6,0
34,V0320200,8dfaa77834848762e124e66dc5bc5a37,9,4,3,31,0.802150618,10.89398897,122.05,712,1,23,2,4,4,1,1,0,0,0,0,0,4,1,7,19.25,5.75,5.125,0.75,12.25,2,0,0,0,0,0,1,0,0,0,30,30,0,0,0,0,0,0,28,17,0,0,0,0,0.099236488,29769.21233,0.000175103,3,0
81,V0510100,f2cb28ff70d9de45221e1090d9b63929,7,3,5,26,0.019483409,0.003562978,92.5,0,1,42,2,4,3,0,0,0,0,0,0,0,4,1,2,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000643627,2,0
81,V0511300,a58e6c804025a3475e4c724d478259db,7,4,5,30,0.775901263,9.075153384,63.49166667,401.85,0,26,4,4,4,0,0,0,0,0,0,0,4,1,1,23.75,0.875,7.75,3.375,15.75,24,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,28,2,0,0,0,0,0,48.70751762,0.000242232,7,0
18,V0130100,e84058899f86e9e4f560511874ee037f,9,4,3,20,0.007490503,10.24918873,58.33333333,330,1,26,2,4,4,0,0,0,0,0,0,0,4,1,1,0.375,0,0.25,0,0.25,11,0,0,0,0,0,0,1,0,0,30,23,0,0,0,0,1,0,20,5,13,0,5,0,107.2478266,2518.297174,5.48E-05,6,0
51,V0442000,e5d8f5fd9b8bb1410814988a50d8dfb1,7,4,5,66,1.400459753,11.35187001,136,1098.04,1,37,3,4,4,0,0,0,0,0,0,0,4,1,1,27.25,1.75,12.625,0.125,33.25,30,0,0,0,0,0,0,1,0,0,30,30,0,0,0,3,0,0,30,30,2,0,0,0,0,27194.23417,0.000718751,5,0
90,V0220100,3464f779fa3fc6943c94ed372e2b96c3,9,4,3,33,0.017785217,10.12668612,58.73333333,365.9,1,53,3,4,4,1,0,1,0,0,0,0,4,1,1,2.5,0,0.5,0,0,12,0,0,0,4,0,0,0,0,0,21,18,0,0,0,1,5,0,11,19,2,5,2,0,0,2457.864391,3.53E-05,6,0
18,V0131000,d699d442520382f18415b13c64e184fd,7,4,4,73,1.276214523,8.298360989,101.6166667,570,1,26,7,4,4,0,0,0,0,0,0,0,4,1,1,28.625,8.125,10,2.375,29.75,2,0,0,0,0,0,0,0,0,0,23,8,0,0,0,3,0,0,3,1,0,0,0,0,0,41.52802563,2.91E-05,7,0
30,V0340100,5fb8861790f94c8e0af6e6026593bd3a,9,4,3,24,0.255396464,9.779374442,55.25,330,1,20,3,4,4,1,1,1,0,0,0,0,4,1,1,14,0.625,0.875,0.875,37.625,30,5,0,0,0,0,3,10,0,0,30,30,1,0,8,11,4,0,29,30,26,28,0,0,0.044649124,8572.187434,0.000282825,6,0
51,V0441800,638c040028c3d0a8b9d011786aebe9bd,10,4,5,75,0.722590918,10.62356128,101,550,1,51,4,4,4,0,0,0,0,0,0,0,4,1,1,24.75,6.125,5.25,2.125,9.625,29,0,2,0,0,0,0,0,1,0,30,30,0,0,1,7,2,0,30,30,0,30,12,0,0.021425247,10045.81619,0.000242801,7,0
89,V0650100,cd4f44857dd373ae750320d0260502d0,4,4,4,19,2.184679478,10.74712018,61.56666667,530,1,28,3,4,4,0,0,0,0,0,0,0,4,1,1,30.125,111.625,54,1.875,0,4,0,0,0,0,0,0,0,2,1,30,30,0,0,0,0,3,0,27,2,11,0,1,0,0.055274963,9223.047745,0.000164438,5,0
18,V0131000,95c11a4583fc9b47bc5339434aad6623,3,4,5,90,0.761548109,7.776882869,58.13333333,770,1,56,2,4,4,0,0,0,0,0,0,0,3,3,1,22.375,5.75,6,1.875,13.125,17,0,0,0,0,0,0,0,24,0,27,25,0,0,0,2,0,0,3,20,0,1,1,0,0,0,2.91E-05,7,0
85,V0520200,fe3ba2a23badfa8a16d538b48c3cb5a6,7,4,3,16,0.243777148,10.71483931,74.1,460,1,43,4,4,4,0,0,0,0,0,0,0,4,1,1,16.57142857,2.285714286,3.714285714,0.142857143,0,12,0,0,0,2,0,0,2,0,0,20,20,0,0,2,0,9,0,20,8,12,14,1,0,0,17189.15054,0.000647705,7,0
87,V0622400,302898c5c3d7336b9846072cd11a5b53,4,4,3,18,1.360623792,10.85996543,71.8,400,1,33,3,4,4,0,0,0,0,0,0,0,4,1,1,27.16666667,2.5,5.666666667,2.833333333,17.83333333,30,0,0,0,0,0,0,0,1,0,30,30,0,0,0,0,2,0,30,9,18,0,0,0,0,14859.86625,0.000127425,7,0
36,V0330100,99af4df6acc0dd466084a086a7adbd19,9,4,3,26,0.142791459,10.55272242,64.31666667,450,0,24,5,4,4,1,1,0,1,0,1,0,4,1,1,13.625,3.125,1.875,0.125,4.25,27,0,0,0,1,0,0,0,1,0,30,29,21,0,1,20,3,0,29,25,23,2,6,0,0.063329697,0,0.000325886,2,0
51,V0440100,75e4bec414b2528217ecc6c7e0a0b050,9,4,5,19,1.236707563,10.26866325,88,600,1,42,3,4,4,1,0,0,0,0,1,1,4,1,1,25.25,16.625,15.375,6.875,8.875,23,0,0,0,0,0,0,0,0,0,30,30,0,0,2,0,4,0,26,30,0,1,0,0,0,15061.22904,0.002355841,1,1
71,V0420600,c5d8896e6344719887ac1a1978151770,10,3,5,190,1.832776056,0.074956441,140.925,950,1,56,12,2,3,0,0,0,0,0,0,0,4,1,2,29.875,5.5,19.25,0.875,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355687,7,0
30,V0342200,6f9c9406468c97f917637eb5133f3ebf,3,4,2,93,1.485010799,9.918348946,54.84,600,1,28,5,4,4,0,0,0,0,0,0,0,4,1,6,30.25,10.5,27.5,0,25.625,19,0,0,0,0,0,0,3,0,0,30,21,0,0,1,8,1,0,29,29,16,3,0,0,0.091162682,7354.147575,0.000128344,7,0
51,V0441500,3406a43911399c2d155cf584029877d5,9,4,3,15,0.253195799,9.691136909,51.1,340.6,1,24,5,4,4,0,0,0,0,0,0,0,4,1,2,16.875,0.125,7.125,0.125,16.375,4,0,0,0,0,0,0,2,1,0,23,19,0,0,0,8,0,0,18,10,17,7,0,0,0,245.2901278,0.000193149,7,0
51,V0440300,249a7598a42427eb638b2de426910db3,9,4,5,57,0.506545111,8.584774287,78,600,1,33,5,4,4,1,1,1,1,1,1,0,3,3,2,15,0.25,1.5,2,14.125,12,2,0,0,0,0,0,4,0,0,30,30,0,0,0,2,1,0,27,27,11,13,0,0,0,2756.376103,0.003286666,1,0
11,V0110000,09939cbe308375b334bd077af227f8cd,9,4,3,16,0.169646171,9.919196417,51.5,340,1,19,3,4,4,0,0,0,0,0,0,0,4,1,1,6.625,0.125,1.625,0.5,2.875,28,0,0,0,0,0,0,2,0,0,30,30,0,0,2,0,0,0,24,28,14,8,0,0,379.5013409,1651.921706,0.001014561,1,0
18,V0130600,b4322e4129f5a45c46e359ad2f562c92,10,4,2,20,0.565235045,8.022078299,92.35,340,1,54,5,4,4,0,0,0,0,0,0,0,3,3,5,24.625,22.75,10.125,1.5,1.75,4,0,0,0,0,0,0,0,2,0,26,22,0,0,0,1,0,0,2,0,0,0,0,0,0.000127792,13.90734673,0.000256247,7,0
51,V0440100,74f657f01174b77d864b86f32ecb62e0,10,4,2,4,2.621300741,10.2801106,365.725,6399,0,35,2,4,4,1,1,1,1,1,0,1,1,3,1,20.85714286,66.28571429,11.14285714,19.14285714,0.285714286,26,21,6,0,7,0,2,0,30,1,30,30,1,0,9,6,1,0,24,23,19,7,2,0,0,2067.429361,0.002355841,1,0
86,V0532200,a5d05d203fbb7e746270cf63b62673cf,9,4,3,22,0.625858191,10.33508262,56.73333333,350,0,29,4,4,4,0,0,0,0,0,0,0,4,1,1,23.83333333,0.166666667,4.166666667,1,0,30,0,0,0,0,0,0,2,0,0,30,30,0,0,0,0,14,0,30,30,7,0,17,0,0.285718918,7129.58283,0.000367334,7,0
18,V0130100,00522ed6a286e627ab81981b67546b0e,7,4,2,6,0.808142025,9.946679066,83.37833333,1400,0,35,3,4,4,0,0,0,0,0,0,0,4,1,1,24.25,1.875,2.25,6.375,56.375,2,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,0,0,18,2,2,0,0,0,0,363.7433138,5.48E-05,6,0
81,V0510500,a8466f772ea08bc987f9a0bb7e55638b,9,4,3,35,0.229625474,8.937602943,51.75,290,1,24,2,4,4,1,1,1,1,1,1,1,4,1,1,20.625,16.875,8.625,0.125,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000758196,7,0
34,V0320500,66bb6c3b5ff4a4307a80dad8b1d105ab,3,4,3,20,1.023170905,11.05225618,111.85,700,1,28,4,4,4,0,0,0,0,0,0,0,4,1,1,21.625,4,5,6.5,5.25,4,0,0,0,0,0,0,1,0,0,30,30,0,0,0,0,0,8,29,18,17,0,23,0,0.289250374,37088.93883,0.000542176,2,0
51,V0440100,ce03728d3eb7acc1498c8d1c5b5c968d,7,4,3,8,0.237632991,10.4535272,50.995,270,0,36,4,4,4,1,1,1,1,1,1,1,4,1,1,11.125,0.125,0.75,0.5,0,30,1,0,0,0,0,0,8,1,0,30,30,0,0,8,0,6,0,29,28,0,6,0,0,12043.01859,25258.84006,0.002355841,1,0
76,V0410300,78cefe1e159cd137a96d49b1fe1e7c3c,7,4,2,42,0.314114641,9.443665004,68.96,400,1,32,6,4,4,0,0,0,0,0,0,0,3,3,6,14.5,0.125,3.625,0.125,10.25,7,0,0,0,0,0,0,1,0,0,25,25,0,0,0,0,1,0,13,16,7,0,0,0,0,0.287817955,0.000164127,5,0
88,V0642200,39e543593e98dd1db298f7f20a8898e6,1,4,5,73,0.542010566,8.231860385,53.54666667,380,1,29,3,4,4,0,0,0,0,0,0,0,4,1,1,20.75,4.75,5.75,2,10.25,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,0,1,0,20,4,18,0,0,0,0,161.2830114,0.000113623,7,0
76,V0412901,659a70d8847ecf91efcaa7dea49de76f,9,4,3,27,0.21709876,10.0726234,68.5,363,1,19,2,4,4,0,0,0,0,0,0,0,4,1,2,16,11.5,9.5,0.125,5,1,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,3,0,29,2,17,26,1,0,5615.536935,2539.96524,0.000245719,7,0
30,V0340100,80f3c5fe3a7e2ca4e45b930131a70283,9,4,3,11,0.499244565,10.56193383,70.16666667,410,1,24,5,4,4,0,0,0,0,0,0,0,4,1,1,24.28571429,0,5,0.714285714,2.857142857,25,0,0,0,0,0,2,5,5,0,29,24,5,0,5,5,0,0,26,24,7,5,2,0,1920.98001,5853.450191,0.000282825,6,0
19,V0140300,27538d132306b26341e175c2ac429421,10,4,4,26,0.366424894,10.24814741,54.71666667,700,0,45,4,4,4,0,0,0,0,0,0,0,3,3,6,13.875,10,8.875,0.125,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,4,0,10,3,7,0,0,0,2.292102814,1182.468582,8.79E-05,7,0
51,V0440100,70b758f775454732efabf0cd6f96e399,10,4,5,24,5.936873642,10.43153916,159.2333333,950.1,0,22,1,1,4,1,1,1,1,1,1,1,4,1,1,29.75,201.5,49.25,45.625,25.625,14,3,0,0,1,0,0,3,3,0,30,30,0,0,2,24,3,0,30,29,28,6,0,0,0,10572.37525,0.002355841,1,0
59,V0450300,3e33909dc74ca9e20ba7ff44c852faad,7,4,5,28,2.185650312,8.528069809,83.605,470,0,46,4,4,4,0,0,0,0,0,0,0,4,1,1,30,5.375,13,7.5,10.5,28,0,0,0,0,0,0,0,0,0,30,25,0,0,0,0,10,0,12,5,0,0,0,0,0,0,4.58E-05,7,0
84,V0610100,e3d208dcd6440533d0899195e8947106,4,4,3,80,1.097497007,8.817594339,111.5166667,490,0,35,3,4,4,0,0,0,0,0,0,0,4,1,1,29.125,2.5,10.5,2,41.125,1,0,0,0,0,0,0,0,2,0,30,27,0,0,0,0,2,0,13,5,3,0,0,0,0.138196945,320.5746384,0.000328096,2,0
